Model 1,Model 2,Shots,Metric,Model 1 Mean,Model 2 Mean,Difference,t-statistic,p-value,Significant (p<0.05)
TIMO_RN50,GDA_CLIP_RN50,1,ACC,43.883792048929664,41.40672782874618,2.477064220183486,5.291368209158494,0.000499527575307325,True
TIMO_S_Custom_FSL1_RN50,TIMO_S_Custom_FSL4_RN50,1,ACC,7.278287461773699,7.308868501529052,-0.030581039755353423,-0.03942933749171398,0.9694088882889089,False
TIMO_S_Custom_FSL1_RN50,TIMO_S_RN50,1,ACC,7.278287461773699,45.963302752293586,-38.685015290519885,-63.91933080894872,2.8331622546307427e-13,True
TIMO_S_Custom_FSL1_RN50,Tip_Adapter_Custom_FSL1_RN50,1,ACC,7.278287461773699,1.3149847094801221,5.963302752293577,7.813903754350191,2.6700946180746002e-05,True
TIMO_S_Custom_FSL1_RN50,Tip_Adapter_Custom_FSL4_RN50,1,ACC,7.278287461773699,1.1314984709480123,6.146788990825687,8.275818348362378,1.686665886585358e-05,True
TIMO_S_Custom_FSL1_RN50,Tip_Adapter_RN50,1,ACC,7.278287461773699,38.654434250764524,-31.376146788990823,-40.26368427065793,1.789834521114953e-11,True
TIMO_S_Custom_FSL1_RN50,APE_Custom_FSL1_RN50,1,ACC,7.278287461773699,2.0489296636085625,5.229357798165136,6.448368046731545,0.0001183672617218762,True
TIMO_S_Custom_FSL1_RN50,APE_Custom_FSL4_RN50,1,ACC,7.278287461773699,2.4770642201834865,4.801223241590213,6.259999949206866,0.0001478591131947241,True
TIMO_S_Custom_FSL1_RN50,APE_RN50,1,ACC,7.278287461773699,44.31192660550458,-37.03363914373088,-78.73676497520059,4.3520645946265387e-14,True
TIMO_S_Custom_FSL1_RN50,GDA_CLIP_Custom_FSL1_RN50,1,ACC,7.278287461773699,13.48623853211009,-6.2079510703363905,-7.8746342499916775,2.5106309888708322e-05,True
TIMO_S_Custom_FSL1_RN50,GDA_CLIP_Custom_FSL4_RN50,1,ACC,7.278287461773699,16.330275229357795,-9.051987767584096,-12.286024630657185,6.298440944074165e-07,True
TIMO_S_Custom_FSL1_RN50,GDA_CLIP_RN50,1,ACC,7.278287461773699,41.40672782874618,-34.12844036697248,-53.042719768898756,1.5120442013185345e-12,True
TIMO_S_Custom_FSL4_RN50,TIMO_S_RN50,1,ACC,7.308868501529052,45.963302752293586,-38.65443425076453,-50.12086021738674,2.513912965794161e-12,True
TIMO_S_Custom_FSL4_RN50,Tip_Adapter_Custom_FSL1_RN50,1,ACC,7.308868501529052,1.3149847094801221,5.99388379204893,10.137931034482763,3.192265323574675e-06,True
TIMO_S_Custom_FSL4_RN50,Tip_Adapter_Custom_FSL4_RN50,1,ACC,7.308868501529052,1.1314984709480123,6.17737003058104,12.129707650735353,7.025689739670671e-07,True
TIMO_S_Custom_FSL4_RN50,Tip_Adapter_RN50,1,ACC,7.308868501529052,38.654434250764524,-31.345565749235472,-64.32829162075295,2.6754248614462666e-13,True
TIMO_S_Custom_FSL4_RN50,APE_Custom_FSL1_RN50,1,ACC,7.308868501529052,2.0489296636085625,5.25993883792049,8.004089426394302,2.204462050056109e-05,True
TIMO_S_Custom_FSL4_RN50,APE_Custom_FSL4_RN50,1,ACC,7.308868501529052,2.4770642201834865,4.8318042813455655,9.979500264638252,3.639871631155598e-06,True
TIMO_S_Custom_FSL4_RN50,APE_RN50,1,ACC,7.308868501529052,44.31192660550458,-37.003058103975526,-64.78012788002867,2.512397261570175e-13,True
TIMO_S_Custom_FSL4_RN50,GDA_CLIP_Custom_FSL1_RN50,1,ACC,7.308868501529052,13.48623853211009,-6.177370030581037,-13.173913043478255,3.4640308544989837e-07,True
TIMO_S_Custom_FSL4_RN50,GDA_CLIP_Custom_FSL4_RN50,1,ACC,7.308868501529052,16.330275229357795,-9.021406727828744,-21.954148022289896,3.984263167141788e-09,True
TIMO_S_Custom_FSL4_RN50,GDA_CLIP_RN50,1,ACC,7.308868501529052,41.40672782874618,-34.09785932721712,-70.59727686755056,1.160309559684316e-13,True
TIMO_S_RN50,Tip_Adapter_Custom_FSL1_RN50,1,ACC,45.963302752293586,1.3149847094801221,44.648318042813465,52.351013088846464,1.7010615909895244e-12,True
TIMO_S_RN50,Tip_Adapter_Custom_FSL4_RN50,1,ACC,45.963302752293586,1.1314984709480123,44.831804281345576,56.66471951970657,8.357629278110912e-13,True
TIMO_S_RN50,Tip_Adapter_RN50,1,ACC,45.963302752293586,38.654434250764524,7.308868501529062,9.2649269432621,6.730102405885251e-06,True
TIMO_S_RN50,APE_Custom_FSL1_RN50,1,ACC,45.963302752293586,2.0489296636085625,43.914373088685025,55.87741341315183,9.476112750940265e-13,True
TIMO_S_RN50,APE_Custom_FSL4_RN50,1,ACC,45.963302752293586,2.4770642201834865,43.4862385321101,68.69930420564862,1.4822278774044053e-13,True
TIMO_S_RN50,APE_RN50,1,ACC,45.963302752293586,44.31192660550458,1.651376146789005,2.148760341763033,0.06015786324821019,False
TIMO_S_RN50,GDA_CLIP_Custom_FSL1_RN50,1,ACC,45.963302752293586,13.48623853211009,32.47706422018349,36.12997370605189,4.7190455136119166e-11,True
TIMO_S_RN50,GDA_CLIP_Custom_FSL4_RN50,1,ACC,45.963302752293586,16.330275229357795,29.63302752293579,42.726905621997865,1.0515266756832656e-11,True
TIMO_S_RN50,GDA_CLIP_RN50,1,ACC,45.963302752293586,41.40672782874618,4.556574923547409,11.742845052962604,9.258276007452856e-07,True
Tip_Adapter_Custom_FSL1_RN50,Tip_Adapter_Custom_FSL4_RN50,1,ACC,1.3149847094801221,1.1314984709480123,0.18348623853210988,0.9185586535436917,0.3822841681565753,False
Tip_Adapter_Custom_FSL1_RN50,Tip_Adapter_RN50,1,ACC,1.3149847094801221,38.654434250764524,-37.3394495412844,-109.01592589710377,2.3340833281928972e-15,True
Tip_Adapter_Custom_FSL1_RN50,APE_Custom_FSL1_RN50,1,ACC,1.3149847094801221,2.0489296636085625,-0.7339449541284404,-2.639648070384359,0.026929310586705137,True
Tip_Adapter_Custom_FSL1_RN50,APE_Custom_FSL4_RN50,1,ACC,1.3149847094801221,2.4770642201834865,-1.1620795107033643,-2.9278933325438308,0.016814521354950547,True
Tip_Adapter_Custom_FSL1_RN50,APE_RN50,1,ACC,1.3149847094801221,44.31192660550458,-42.99694189602446,-53.90002720522235,1.3094064744334923e-12,True
Tip_Adapter_Custom_FSL1_RN50,GDA_CLIP_Custom_FSL1_RN50,1,ACC,1.3149847094801221,13.48623853211009,-12.171253822629968,-14.154233541597518,1.8655084431348346e-07,True
Tip_Adapter_Custom_FSL1_RN50,GDA_CLIP_Custom_FSL4_RN50,1,ACC,1.3149847094801221,16.330275229357795,-15.015290519877674,-27.31057765983957,5.735632867883495e-10,True
Tip_Adapter_Custom_FSL1_RN50,GDA_CLIP_RN50,1,ACC,1.3149847094801221,41.40672782874618,-40.091743119266056,-53.280162712473455,1.4526368212631806e-12,True
Tip_Adapter_Custom_FSL4_RN50,Tip_Adapter_RN50,1,ACC,1.1314984709480123,38.654434250764524,-37.522935779816514,-199.33732591129564,1.0236955468942648e-17,True
Tip_Adapter_Custom_FSL4_RN50,APE_Custom_FSL1_RN50,1,ACC,1.1314984709480123,2.0489296636085625,-0.9174311926605503,-3.0,0.014956363910414203,True
Tip_Adapter_Custom_FSL4_RN50,APE_Custom_FSL4_RN50,1,ACC,1.1314984709480123,2.4770642201834865,-1.3455657492354742,-4.1658830604455,0.0024264092596281476,True
Tip_Adapter_Custom_FSL4_RN50,APE_RN50,1,ACC,1.1314984709480123,44.31192660550458,-43.18042813455657,-58.098305418925825,6.678342398775101e-13,True
Tip_Adapter_Custom_FSL4_RN50,GDA_CLIP_Custom_FSL1_RN50,1,ACC,1.1314984709480123,13.48623853211009,-12.354740061162078,-16.047702382370993,6.267737094909378e-08,True
Tip_Adapter_Custom_FSL4_RN50,GDA_CLIP_Custom_FSL4_RN50,1,ACC,1.1314984709480123,16.330275229357795,-15.198776758409783,-31.21871340458218,1.741019101839308e-10,True
Tip_Adapter_Custom_FSL4_RN50,GDA_CLIP_RN50,1,ACC,1.1314984709480123,41.40672782874618,-40.27522935779817,-58.7610809270783,6.03167410626318e-13,True
Tip_Adapter_RN50,APE_Custom_FSL1_RN50,1,ACC,38.654434250764524,2.0489296636085625,36.60550458715596,78.34339341492559,4.5524595704213086e-14,True
Tip_Adapter_RN50,APE_Custom_FSL4_RN50,1,ACC,38.654434250764524,2.4770642201834865,36.17737003058104,115.6940935100565,1.3673381575140295e-15,True
